history_data,total,qed,sa,docking_score,smiles
ROOT-38|CROSSOVER-1ce1dc_ed0f8a,-8.000000,0.742118,4.172678,-8.000000,[H]C1=C(N([H])C([H])(C([H])([H])[H])C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C#N
ROOT-38|CROSSOVER-1ce1dc_ed0f8a|CROSSOVER-548e0e_8e4401,-6.100000,0.591301,4.203476,-6.100000,[H]C1=C(N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C#N
ROOT-39,-6.600000,0.655692,1.488075,-6.600000,CCc1ccc(NC)cc1
ROOT-39|CROSSOVER-1e2849_7b2530,-6.500000,0.718102,1.889108,-6.500000,[H]c1c([H])c(C([H])([H])C([H])([H])[H])c(Cl)c([H])c1N([H])C([H])([H])[H]
ROOT-39|CROSSOVER-1e2849_a2408d,-8.700000,0.803722,2.799232,-8.700000,[H]c1c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c1N1C([H])([H])C([H])([H])C2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H]
ROOT-39|CROSSOVER-1e2849_a2408d|CROSSOVER-9f0144_1b665d,-4.400000,0.439349,1.657611,-4.400000,[H]C1N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
ROOT-39|CROSSOVER-1e2849_ee40fd,-8.100000,0.823411,2.561771,-8.100000,[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C(=O)OC([H])([H])c2c([H])c([H])c(N([H])C([H])([H])[H])c([H])c2[H])C([H])([H])C1([H])[H]
ROOT-39|CROSSOVER-1e2849_ffd998,-8.000000,0.507291,3.269554,-8.000000,[H]C(=O)c1c([H])c([H])c(N([H])C([H])(c2oc3c(Cl)c([H])c([H])c([H])c3c2[H])C([H])([H])C2(OC([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
ROOT-4,-5.000000,0.308497,4.085721,-5.000000,C#CCNC[C@H](O)C=C
ROOT-40,-6.900000,0.455233,1.902059,-6.900000,CCc1ccc(O)c(N)c1
ROOT-40|CROSSOVER-4496ba_495ef0,-7.400000,0.861293,2.555370,-7.400000,[H]c1nc(N([H])C(=O)c2nc(Cl)c([H])c(C([H])[H])c2[H])c([H])nc1Br
ROOT-40|CROSSOVER-4496ba_495ef0|CROSSOVER-0502b9_732376_CROSSOVER-0502b9_5a1444,-8.400000,0.861293,2.555370,-8.400000,[H]c1nc(N([H])C(=O)c2nc(Cl)c([H])c(C([H])([H])[H])c2[H])c([H])nc1Br
ROOT-40|CROSSOVER-4496ba_495ef0|CROSSOVER-0502b9_b6e0ec,-9.700000,0.725590,2.875320,-9.700000,[H]c1nc(N([H])C([H])(c2c([H])c([H])c([H])c(-c3nc([H])c(F)c([H])c3[H])c2[H])C([H])([H])[H])c([H])nc1Br
ROOT-40|CROSSOVER-4496ba_495ef0|CROSSOVER-0502b9_b6e0ec|CROSSOVER-5a0ac7_1a319f|CROSSOVER-00f7ca_73aa74|CROSSOVER-2ace99_09c7af,-9.600000,0.709038,3.380916,-9.600000,[H]c1nc(N([H])C([H])(c2c([H])c(-c3c([H])nnc([H])c3N([H])[H])c([H])c([H])c2F)C([H])([H])[H])c([H])nc1Br
ROOT-40|CROSSOVER-4496ba_495ef0|CROSSOVER-0502b9_b6e0ec|CROSSOVER-5a0ac7_1a319f|CROSSOVER-00f7ca_73aa74|CROSSOVER-2ace99_c40e47|CROSSOVER-f4ca5b_060bef|CROSSOVER-7c796a_fac6b8,-8.400000,0.843779,3.233349,-8.400000,[H]c1nnc([H])c(N([H])[H])c1-c1c([H])c([H])c([H])c(C([H])(N([H])[H])C([H])([H])F)c1[H]
ROOT-40|CROSSOVER-4496ba_495ef0|CROSSOVER-0502b9_b6e0ec|CROSSOVER-5a0ac7_ff4576,-8.000000,0.641619,2.357611,-8.000000,[H]c1nc(-c2c([H])c([H])([H])c([H])([H])c([H])([H])c2([H])[H])c([H])c([H])c1F
ROOT-40|CROSSOVER-4496ba_a0ec2b,-9.300000,0.456431,2.151761,-9.300000,[H]Oc1c([H])c([H])c([H])c(C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1N([H])[H]
ROOT-40|CROSSOVER-4496ba_a0ec2b|CROSSOVER-65ee25_97d34d,-7.800000,0.424495,3.805193,-7.800000,[H]Oc1c([H])c([H])c([H])c(C(=O)C2([H])C([H])C([H])C(F)C([H])C2Oc2c([H])c([H])c(Br)c([H])c2F)c1N([H])[H]
ROOT-40|CROSSOVER-4496ba_a0ec2b|CROSSOVER-65ee25_c7241a,-9.300000,0.456431,2.151761,-9.300000,[H]Oc1c([H])c([H])c([H])c(C(=O)C2([H]):C([H])([H]):C([H])([H]):C([H])([H]):C([H])([H]):C:2([H])[H])c1N([H])[H]
ROOT-40|CROSSOVER-4496ba_a0ec2b|CROSSOVER-65ee25_c7241a|CROSSOVER-2abe20_08dd2f,-9.000000,0.629860,2.041853,-9.000000,[H]c1c([H])c(Cl)c(N([H])[H])c(C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
ROOT-40|CROSSOVER-4496ba_a0ec2b|CROSSOVER-65ee25_c7241a|CROSSOVER-2abe20_1e2849,-9.200000,0.346068,3.321279,-9.200000,[H]Oc1c([H])c([H])c([H])c(C(=O)c2([H])c([H])c([H])c([H])([H])c([H])([H])c2([H])[H])c1N([H])[H]
ROOT-41,-6.700000,0.734352,2.864828,-6.700000,CCc1noc(C)c1-c1nn[nH]n1
ROOT-42,-5.400000,0.591953,2.624357,-5.400000,CCc1noc(CCl)n1
ROOT-43,-6.600000,0.544878,2.235994,-6.600000,CN(CCCl)c1ccc(C=O)cc1
ROOT-43|CROSSOVER-cf16f7_3794e5,-7.000000,0.635935,2.273688,-7.000000,[H]C(=O)c1c([H])c([H])c([H])c(C([H])([H])C([H])(F)F)c1[H]
ROOT-43|CROSSOVER-cf16f7_a778ae,-7.400000,0.561494,2.491458,-7.400000,[H]C(=O)c1c([H])c([H])c(N(C([H])([H])c2c(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])nc([H])c([H])c2[H])C([H])([H])C([H])([H])Cl)c([H])c1[H]
ROOT-44,-3.600000,0.417926,2.408574,-3.600000,CNC(=O)CN
ROOT-44|CROSSOVER-ad354e_2e3235,-6.300000,0.457516,2.778939,-6.300000,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])([H])N([H])[H])C([H])([H])[H]
ROOT-45,-4.700000,0.446328,2.123565,-4.700000,CNC(=O)NC(C)=O
ROOT-46,-3.000000,0.485502,2.013189,-3.000000,CNCCOC
ROOT-47,-5.000000,0.560660,3.367471,-5.000000,CN[C@@H](C)c1nn[nH]n1
ROOT-48,-3.900000,0.533846,2.963567,-3.900000,CNc1cn[nH]c1
ROOT-49,-4.200000,0.513089,4.278017,-4.200000,CNc1cnn[nH]1
ROOT-4|CROSSOVER-7b62af_1306b1,-5.000000,0.308497,4.085721,-5.000000,[H]C#CC([H])([H])N([H])C([H])([H])C([H])(O[H])C([H])=C([H])[H]
ROOT-5,-4.600000,0.499597,2.815921,-4.600000,C#CCNS(C)(=O)=O
ROOT-50,-3.600000,0.429523,2.660694,-3.600000,COC(=O)CF
ROOT-51,-4.100000,0.553014,2.492457,-4.100000,COC(CC(=O)O)OC
ROOT-52,-4.800000,0.621317,2.747637,-4.800000,COCCCS[C@@H](C)C(=O)O
ROOT-53,-5.500000,0.589739,2.074904,-5.500000,COCCN1CCC(=O)CC1
ROOT-54,-5.700000,0.630359,2.976364,-5.700000,CO[C@@H]1CCC[C@H](CO)C1
ROOT-54|CROSSOVER-76bac9_0c4950,-6.800000,0.565304,3.471781,-6.800000,[H]C([H])C1([H])C([H])([H])C([H])([H])C([H])(N2C(=O)C([H])([H])C(=O)C2([H])[H])C1([H])[H]
ROOT-55,-3.300000,0.444160,3.094036,-3.300000,CO[C@H](C)Cl
ROOT-57,-8.200000,0.550644,2.284273,-8.200000,COc1cc2ccccc2cc1N=C=O
ROOT-57|CROSSOVER-368227_1f72f2,-8.600000,0.431318,3.208068,-8.600000,[H]N=C(N([H])[H])N([H])C1([H])N(C([H])([H])C(=O)c2c([H])c([H])c([H])c(Cl)c2[H])C([H])([H])C([H])([H])OC1([H])[H]
ROOT-57|CROSSOVER-368227_81ea3c,-7.400000,0.511331,3.084735,-7.400000,[H]Oc1c(N=C=O)c([H])c2c(c1[H])c([H])c([H])n2[H]
ROOT-58,-5.200000,0.309175,2.574519,-5.200000,C[C@@H](C(=O)NN)N1CCOCC1
ROOT-59,-6.000000,0.621724,2.825649,-6.000000,C[C@@H](CN(CCO)C1CC1)C(=O)O
ROOT-6,-6.300000,0.476010,2.522884,-6.300000,C#CCSCC(=O)NCCCNC(C)=O
ROOT-60,-4.700000,0.548623,3.136442,-4.700000,C[C@@H](CN)C1CC1
ROOT-61,-5.000000,0.651611,3.583480,-5.000000,C[C@@H](O)c1ncc(C=O)s1
ROOT-62,-7.200000,0.727983,3.830863,-7.200000,C[C@@H]1CN(C)C[C@@H]1C(=O)N1CCC[C@H](O)[C@@H]1C
ROOT-62|CROSSOVER-e6ec52_fdf47f,-6.700000,0.669514,4.233920,-6.700000,[H]O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C2(F)C([H])([H])N([H])C([H])([H])C2([H])[H])[C@@]1([H])C([H])([H])[H]
ROOT-63,-7.200000,0.381664,3.571219,-7.200000,C[C@H](C#N)OC(=O)/C(C#N)=C/C1CC1
ROOT-63|CROSSOVER-571d1e_1bcf92,-7.500000,0.746450,3.805310,-7.500000,[H]O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@@]1([H])C([H])([H])C([H])([H])C1(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
ROOT-64,-5.000000,0.284756,3.013451,-5.000000,C[C@H](C(=O)NN)N(C)C
ROOT-64|CROSSOVER-095516_3106c3,-6.900000,0.762373,3.084088,-6.900000,[H]c1c([H])c(C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1S(=O)C([H])([H])[H]
ROOT-64|CROSSOVER-095516_3106c3|CROSSOVER-c62e96_8dc9f8,-8.200000,0.567559,3.613570,-8.200000,[H]c1nc([H])c(C([H])([H])C([H])(c2c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])C4(C3([H])[H])C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c2[H])N(C([H])([H])[H])C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
ROOT-65,-6.200000,0.651138,3.529995,-6.200000,C[C@H](CO)N[C@H](C)[C@H]1CCCO1
ROOT-66,-7.600000,0.587635,3.445090,-7.600000,C[C@H](NC(=O)c1nc(O)nc(O)c1N)C1CC1
ROOT-66|CROSSOVER-d45d27_96f97a,-8.500000,0.491608,3.449473,-8.500000,[H]Oc1nc(O[H])c(N([H])[H])c(C(=O)N([H])C([H])(c2c([H])c([H])c3c(c2[H])c([H])c([H])n3[H])C2([H])C([H])([H])C2([H])[H])n1
ROOT-67,-3.500000,0.448804,3.546342,-3.500000,C[C@H](O)[C@H]1CO1
ROOT-68,-7.100000,0.687950,3.014653,-7.100000,C[C@H](OCc1cccc(F)c1)[C@H]1CO1
ROOT-69,-7.600000,0.717381,3.218961,-7.600000,C[C@H]1CC[C@@H](NC(=O)C(C)(C)CN)C1
ROOT-69|CROSSOVER-53c1d0_d45d27,-7.400000,0.587635,3.445090,-7.400000,[H]Oc1nc(O[H])c(N([H])[H])c(C(=O)N([H])C([H])(C([H])([H])[H])C2([H])C([H])([H])C2([H])[H])n1
ROOT-7,-5.300000,0.463748,4.432285,-5.300000,C#C[C@H]1C[C@@H]1CO
ROOT-70,-4.500000,0.496048,3.151394,-4.500000,C[C@H]1C[C@H]1CO
ROOT-70|CROSSOVER-699166_f64354,-3.800000,0.474736,1.941791,-3.800000,[H]OC([H])([H])C1([H])C([H])([H])C1([H])[H]
ROOT-71,-7.600000,0.643702,2.419841,-7.600000,Cc1cc(-c2ccncn2)cnc1F
ROOT-71|CROSSOVER-b8dc30_840e9f,-7.700000,0.643702,2.419841,-7.700000,[H]c1nc([H])c([H])c(-c2c([H])nc(F)c(C([H])([H])[H])c2[H])n1
ROOT-71|CROSSOVER-b8dc30_840e9f|CROSSOVER-163130_9534ae,-7.600000,0.643702,2.419841,-7.600000,[H]c1nc([H])c([H])c(-c2c([H])nc(F)c(C([H])[H])c2[H])n1
ROOT-72,-7.100000,0.580087,2.406704,-7.100000,Cc1cc(Cl)nc(C(F)(F)F)c1
ROOT-74,-5.400000,0.437072,3.149216,-5.400000,ClCCOC1CC=CC1
ROOT-75,-5.100000,0.462386,2.835993,-5.100000,ClCCOC[C@H]1CCCO1
ROOT-76,-4.000000,0.415798,4.343538,-4.000000,ClC[C@@H](Cl)[C@H]1CO1
ROOT-76|CROSSOVER-33f0c5_8b9ffe,-9.600000,0.386317,2.024481,-9.600000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c2F)c([H])c1[H]
ROOT-76|CROSSOVER-33f0c5_8b9ffe|CROSSOVER-c1e621_542de3,-9.000000,0.417652,2.047073,-9.000000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c(C(=O)C([H])([H])N([H])[H])c([H])c2[H])c([H])c1[H]
ROOT-76|CROSSOVER-33f0c5_8b9ffe|CROSSOVER-c1e621_542de3|CROSSOVER-115ac3_f45f88,-7.200000,0.759744,2.582089,-7.200000,[H]c1nc(N(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c(C(=O)C([H])([H])N([H])[H])c([H])n2C([H])([H])[H])c1[H]
ROOT-76|CROSSOVER-33f0c5_8b9ffe|CROSSOVER-c1e621_a635c9,-9.900000,0.174425,2.621617,-9.900000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c(C(=O)C(F)=C(F)F)c([H])c2F)c([H])c1[H]
ROOT-76|CROSSOVER-33f0c5_8b9ffe|CROSSOVER-c1e621_c93260,-8.800000,0.778910,1.786992,-8.800000,[H]c1c([H])c([H])c(C([H])([H])N(c2c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c2F)C([H])([H])[H])c([H])c1[H]
ROOT-77,-3.200000,0.341367,3.452437,-3.200000,ClC[C@@H]1CO1
ROOT-78,-5.200000,0.570799,2.451313,-5.200000,Cn1cc(CCCl)cn1
ROOT-78|CROSSOVER-d12230_a29a1e,-5.200000,0.570799,2.451313,-5.200000,[H]c1nn(C([H])([H])[H])c([H])c1C([H])([H])C([H])([H])Cl
ROOT-79,-5.000000,0.530267,4.077450,-5.000000,FC(F)=C(F)C[C@H]1CO1
ROOT-8,-4.900000,0.427711,2.943977,-4.900000,C/C=C(/C)CC
ROOT-81,-6.000000,0.352725,2.396388,-6.000000,N=C(N)NC1CCCC1
ROOT-82,-7.200000,0.448063,4.418857,-7.200000,N=c1nc(O)c(N)cn1C(=O)[C@@H]1COCN1
ROOT-83,-6.100000,0.493621,3.730273,-6.100000,NC(=O)[C@@H]1CC=CC[C@@H]1N
ROOT-83|CROSSOVER-258a5d_1bcf92,-7.600000,0.746450,3.805310,-7.600000,[H]O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@]1([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
ROOT-83|CROSSOVER-258a5d_1bcf92|CROSSOVER-930b8a_fada67,-7.500000,0.852110,2.377627,-7.500000,[H]c1nc(N(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c(C(=O)C([H])([H])[H])c([H])n2C([H])([H])[H])c1[H]
ROOT-83|CROSSOVER-258a5d_1bcf92|CROSSOVER-930b8a_fada67|CROSSOVER-f45f88_03b6b8,-8.300000,0.251176,3.405275,-8.300000,[H]c1nc(N(C([H])([H])[H])C([H])(c2c([H])c([H])c(F)c([H])c2C(=O)N2C([H])([H])C([H])([H])N(c3c([H])c([H])c([H])c([H])c3OC([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c(C(=O)C([H])([H])[H])c([H])n2C([H])([H])[H])c1[H]
ROOT-83|CROSSOVER-258a5d_1bcf92|CROSSOVER-930b8a_fada67|CROSSOVER-f45f88_eb79a4,-7.100000,0.852110,2.377627,-7.100000,[H]c1nc(N(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c(C(=O)C([H])([H])[H])c([H])n2C([H])[H])c1[H]
ROOT-84,-4.900000,0.563715,2.007896,-4.900000,NCCCC1CC1
ROOT-85,-8.600000,0.855146,1.907366,-8.600000,NCCc1cccc(-c2ccc(F)cn2)c1
ROOT-85|CROSSOVER-dde284_54ff9e|CROSSOVER-f76d5f_2617f5,-9.600000,0.644088,3.163695,-9.600000,[H]c1nc(N([H])C([H])(c2c([H])c(-c3nc([H])c(F)c([H])c3[H])c([H])c([H])c2Cl)C([H])([H])N([H])[H])c([H])nc1Br
ROOT-85|CROSSOVER-dde284_54ff9e|CROSSOVER-f76d5f_3d5afd,-10.400000,0.562482,2.594676,-10.400000,[H]C#CC(N([H])C([H])([H])C(=O)C([H])([H])c1c([H])c([H])c(C([H])([H])c2c([H])c([H])c([H])c(-c3nc([H])c(F)c([H])c3[H])c2[H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H]
ROOT-85|CROSSOVER-dde284_54ff9e|CROSSOVER-f76d5f_62057c,-6.300000,0.562899,1.392082,-6.300000,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c(Cl)c1[H]
ROOT-85|CROSSOVER-dde284_9570cc,-9.900000,0.644037,2.263511,-9.900000,[H]c1nc(-c2c([H])c([H])c(Oc3c([H])c([H])c(Br)c([H])c3F)c(C([H])([H])C([H])([H])N([H])[H])c2[H])c([H])c([H])c1F
ROOT-85|CROSSOVER-dde284_b7198f,-10.100000,0.438354,3.396154,-10.100000,[H]c1nc(-c2c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c2N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])C4([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C4([H])C3([H])[H])c([H])c2[H])c([H])c([H])c1F
ROOT-85|CROSSOVER-dde284_b7198f|CROSSOVER-c7ba19_00f7ca,-6.700000,0.580424,2.274863,-6.700000,[H]c1nc(-c2c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c2N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])c([H])c([H])c1F
ROOT-85|CROSSOVER-dde284_e01395,-8.700000,0.855146,1.907366,-8.700000,[H]c1nc(-c2c([H])c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c2[H])c([H])c([H])c1F
ROOT-85|CROSSOVER-dde284_e01395|CROSSOVER-4b9d30_3794e5|CROSSOVER-31be44_cfbcbd|CROSSOVER-d2ec95_46d6b9,-8.700000,0.808822,1.996326,-8.700000,[H]c1c([H])c([H])c(N(C(=O)c2c([H])c([H])c(C(=O)C([H])(F)F)c([H])c2[H])C([H])([H])[H])c([H])c1[H]
ROOT-85|CROSSOVER-dde284_e01395|CROSSOVER-4b9d30_3794e5|CROSSOVER-31be44_dc35d3,-8.200000,0.645723,1.519437,-8.200000,[H]c1nc(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1F
ROOT-85|CROSSOVER-dde284_e01395|CROSSOVER-4b9d30_f22f6c|CROSSOVER-09669a_73aa74|CROSSOVER-784dcb_41422a,-10.100000,0.630297,2.023832,-10.100000,[H]c1nc(-c2c([H])c([H])c([H])c(N([H])C([H])([H])c3c([H])c([H])c(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c2[H])c([H])c([H])c1F
ROOT-85|CROSSOVER-dde284_e01395|CROSSOVER-4b9d30_f22f6c|CROSSOVER-09669a_e47d2d,-6.600000,0.688580,1.365266,-6.600000,[H]c1c([H])c([H])c(C([H])([H])N([H])C2([H])C([H])([H])C2([H])[H])c([H])c1[H]
ROOT-85|CROSSOVER-dde284_e01395|CROSSOVER-4b9d30_f22f6c|CROSSOVER-09669a_e47d2d|CROSSOVER-b7791f_72c177,-6.500000,0.775161,1.581305,-6.500000,[H]c1c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c([H])c1Br
ROOT-85|CROSSOVER-dde284_e01395|CROSSOVER-4b9d30_ff4576,-9.000000,0.758230,3.433246,-9.000000,[H]c1c([H])c([H])([H])c2([H])c([H])(c1([H])[H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])c1nc(C([H])([H])C([H])([H])C([H])([H])[H])no1)C2([H])[H]
ROOT-85|CROSSOVER-dde284_fddcb7,-8.700000,0.855146,1.907366,-8.700000,[H]c1nc(-c2c([H])c([H])c([H])c(C([H])C([H])([H])N([H])[H])c2[H])c([H])c([H])c1F
ROOT-85|CROSSOVER-dde284_fddcb7|CROSSOVER-3003c5_a635c9,-9.700000,0.745567,2.510869,-9.700000,[H]c1nc(-c2c([H])c([H])c([H])c(C([H])([H])C(F)=C(F)F)c2[H])c([H])c([H])c1F
ROOT-85|CROSSOVER-dde284_fddcb7|CROSSOVER-3003c5_aa1c3c,-7.900000,0.651001,2.156320,-7.900000,[H]c1nc(-c2c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c2N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1F
ROOT-86,-8.000000,0.571123,2.680764,-8.000000,NN[C@@H](c1ccc(F)cc1)C1CCC1
ROOT-86|CROSSOVER-8dbee2_03b6b8,-8.800000,0.563620,2.919711,-8.800000,[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C(=O)c3c([H])c(F)c([H])c([H])c3C([H])(N([H])N([H])[H])C3([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H]
ROOT-86|CROSSOVER-8dbee2_0d7eba,-7.200000,0.455205,4.449223,-7.200000,[H]C#CC([H])([H])Oc1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C1([H]):C2([H]):C([H])([H]):C([H])([H]):C2(C([H])(N([H])N([H])[H])C3([H])C([H])([H])C([H])([H])C3([H])[H]):C:1([H])C([H])([H])C([H])([H])C2=O
ROOT-87|CROSSOVER-a71501_5a1444,-9.400000,0.642130,2.119287,-9.400000,[H]c1c([H])c(-c2c([H])c([H])c([H])c(C([H])([H])C([H])(F)F)c2[H])c([H])c(N([H])N([H])[H])c1[H]
ROOT-87|CROSSOVER-a71501_a3a49d,-7.800000,0.710383,2.171405,-7.800000,[H]c1nnc([H])c(N([H])[H])c1-c1c([H])c([H])c([H])c([H])c1[H]
ROOT-87|CROSSOVER-a71501_d0a2d9_CROSSOVER-a71501_1d93cc_CROSSOVER-c0693b_a71501|CROSSOVER-9860b4_3e0e6a,-8.400000,0.624282,1.739998,-8.400000,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c(N([H])N([H])[H])c2[H])c(OC([H])([H])C([H])([H])[H])c1[H]
ROOT-87|CROSSOVER-a71501_d0a2d9_CROSSOVER-a71501_1d93cc_CROSSOVER-c0693b_a71501|CROSSOVER-9860b4_b5d838,-10.100000,0.762992,2.855965,-10.100000,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c(C([H])(C(F)=C(F)F)N(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1[H]
ROOT-87|CROSSOVER-a71501_d0a2d9_CROSSOVER-a71501_1d93cc_CROSSOVER-c0693b_a71501|CROSSOVER-9860b4_b5d838|CROSSOVER-d7b1a6_5a1444|CROSSOVER-060bef_7d4c93,-7.700000,0.843808,3.483980,-7.700000,[H]c1c([H])c(C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])F)c([H])c([H])c1N1C([H])([H])C([H])([H])C2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H]
ROOT-87|CROSSOVER-a71501_d0a2d9_CROSSOVER-a71501_1d93cc_CROSSOVER-c0693b_a71501|CROSSOVER-9860b4_b5d838|CROSSOVER-d7b1a6_7a29ae,-8.700000,0.532345,3.868543,-8.700000,[H]c1c([H])c([H])c(C([H])(C(F)=C(F)F)N(C([H])([H])[H])C([H])(C([H])([H])[H])C2([H])C([H])([H])C2([H])[H])c(OC([H])([H])C2([H])Oc3c([H])c([H])c([H])c([H])c3C2([H])[H])c1[H]
ROOT-87|CROSSOVER-a71501_d0a2d9_CROSSOVER-a71501_1d93cc_CROSSOVER-c0693b_a71501|CROSSOVER-9860b4_b5d838|CROSSOVER-d7b1a6_f6b156|CROSSOVER-6aacaa_2ace99,-6.300000,0.600982,1.843940,-6.300000,[H]c1c([H])c([H])c(C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H]
ROOT-87|CROSSOVER-a71501_d0a2d9_CROSSOVER-a71501_1d93cc_CROSSOVER-c0693b_a71501|CROSSOVER-9860b4_b5d838|CROSSOVER-d7b1a6_f6b156|CROSSOVER-6aacaa_7b2530,-7.500000,0.856704,2.982636,-7.500000,[H]c1nnc([H])c(N([H])[H])c1-c1c(F)c([H])c([H])c(C([H])([H])N([H])[H])c1Cl
ROOT-87|CROSSOVER-a71501_d0a2d9_CROSSOVER-a71501_1d93cc_CROSSOVER-c0693b_a71501|CROSSOVER-9860b4_f76d5f,-8.600000,0.623852,2.121204,-8.600000,[H]c1nc(-c2c([H])c([H])c(Cl)c(N([H])N([H])[H])c2[H])c([H])c([H])c1F
ROOT-87|CROSSOVER-a71501_fa10cc,-10.400000,0.549903,2.384025,-10.400000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(OC([H])(c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])C([H])([H])[H])c1[H]
ROOT-87|CROSSOVER-a71501_fa10cc|CROSSOVER-29fde1_a9e36b,-9.100000,0.760406,2.394826,-9.100000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(OC([H])(c2c([H])c([H])c(F)c([H])c2[H])C([H])([H])[H])c1[H]
ROOT-88,-6.400000,0.495924,3.664707,-6.400000,N[C@@H]1C[C@@H]1C(=O)N[C@@H]1CC[C@H]1O
ROOT-89,-5.800000,0.584323,3.744832,-5.800000,N[C@H](c1nnn[nH]1)C1CC1
ROOT-9,-4.200000,0.470778,3.498972,-4.200000,C/C=C/[C@@H](C)O
ROOT-90,-7.200000,0.659127,2.085670,-7.200000,Nc1c(F)cccc1NC1CC1
ROOT-91,-6.000000,0.750385,2.910542,-6.000000,Nc1cnncc1Nc1nccs1
ROOT-92,-7.600000,0.294277,2.627076,-7.600000,Nc1ncc(Nc2cc(N)c(O)cc2O)cn1
ROOT-93,-4.800000,0.435133,3.171351,-4.800000,O=C(O)C(=O)c1c[nH]cn1
ROOT-94,-6.500000,0.581374,2.624727,-6.500000,O=C(O)CCCC(=O)Nc1nnn[nH]1
